text,target,language,Domain
"Cựu thành viên Beatle Ringo Starr tuyên bố Paul McCartney đã ""chết"" vào năm 1966 và được thay thế bởi Look-Alike Đồi tuyết | Tay trống cũ của The Beatles, Ringo Starr, đã khiến cả thế giới ngạc nhiên sáng nay trong một cuộc phỏng vấn tại nơi cư trú sang trọng ở California của anh, khi anh thừa nhận rằng những tin đồn 45 tuổi về cái chết được cho là của Paul McCartney vào năm 1966 là có thật.",1,Vietnamese,Celebrity
"एक और ग्रह पर जिम कैरी विदेशी सरीसृप नियम पृथ्वी कॉमिक जिम कैरी गुपचुप तरीके से एक गुप्त साजिश के अनुयायी हैं जो मानते हैं कि विदेशी सरीसृप दुनिया को चलाते हैं यहां तक कि न्यूट्रीयर, डंब और डम्बर स्टार की योजना है कि वह नौकरी के लिए डेविड इके के विचित्र सिद्धांत के प्रति अपनी प्रतिबद्धता के साथ सार्वजनिक रूप से चले।",1,Hindi,Celebrity
"Taylor Swift: Sababu ya Kweli Alimpa Selena Gomez Shida Sasa tunajua moja ya sababu zilizomfanya Taylor Swift, 24, kumteua Selena Gomez, 22, kwa changamoto ya ALS Ice Bucket mnamo Agosti 16. Chanzo kiliiambia HollywoodLife.com KUTEMBELEA kwamba Taylor alipendekeza Selena achukue gongo ili aangalie ikiwa atakua. ""nimsikilize"" Taylor wakati huu (kwani yeye hajamuhusu Justin Bieber, 20) na anafanya hivyo.",1,Swahili,Celebrity
"हेज फंड निष्पादन जिसका पूर्व फर्म Madoff से जुड़ा था उसकी मृत्यु के लिए कूदता है चार्ल्स मर्फी सोमवार को सोफिटेल होटल की चौथी मंजिल की छत पर मृत पाए गए थे। ""हम इस खबर से बेहद दुखी हैं। पॉल पॉलसन कंपनी के अध्यक्ष जॉन पॉलसन ने कहा कि एक अलग हेज फंड जहां मर्फी ने अपनी मृत्यु के समय काम किया था। चार्ल्स एक अत्यंत प्रतिभाशाली और प्रतिभाशाली व्यक्ति एक महान साथी और एक सच्चा मित्र था।"" मर्फी ने एक बार फेयरफील्ड ग्रीनविच के लिए काम किया था जिसमें मडॉफ के साथ लगभग 7 बिलियन का निवेश किया गया था और बाद में उन निवेशकों द्वारा मुकदमा दायर किया गया था जिन्होंने पैसे खो दिए थे। फंड ने 80 मिलियन सेटलमेंट पर सहमति व्यक्त की। दिसंबर 2008 में दुनिया की सबसे बड़ी पोंजी योजना चलाने और 20 बिलियन के निवेशकों को ठगने के आरोप में मडॉफ को गिरफ्तार किया गया था। उन्होंने धोखाधड़ी के आरोपों में दोषी ठहराया। अब 78 वह उत्तरी कैरोलिना की एक संघीय जेल में 150 साल की सजा काट रहे हैं।",0,Hindi,Business
सिलिकॉन वैली इंटरनेट से शट डाउन करने के लिए लड़ रही है ट्रम्प की रैली में उद्योग के नेताओं ने वेरोज़ोन और एटीटी के लिए घोषणा की कि वे ट्रम्प के समर्थन के लिए इंटरनेट को स्थायी रूप से बंद करने के लिए एक साथ प्रतिबंध लगाएंगे। सिलिकॉन वैली ने घोषणा की है कि ट्रम्प समर्थन की लहर को अपना इंटरनेट बनाना चाहिए और उसके चारों ओर एक दीवार का निर्माण करना चाहिए। संघीय संचार आयोग भी भविष्य में इंटरनेट का उपयोग करने के लिए केवल गैर ट्रम्प के समर्थन की अनुमति के विचार का समर्थन करता है। नियम कब्रों के लिए बने हुए हैं और नेता ऐसे दावे कर रहे हैं जो ज्यादातर लोगों के लिए मायने रखते हैं और जनता के समर्थन का अधिकांश हिस्सा हैं। देश में पूर्वाग्रह का सामना करना पड़ता है और यह सिलिकॉन वैली कैलिफोर्निया में शुरू हो रहा है।,1,Hindi,Business
"स्कूल चॉइस ने छात्रों के जीवन में एक बड़ा अंतर लाने का साबित किया स्कूल की पसंद के वकील आखिरकार सही साबित हुए हैं। फॉर्च्यून पत्रिका द्वारा एक नया अध्ययन, जिसमें 100 छात्रों को देखा गया था, जिन्हें स्कूल की पसंद के वाउचर दिए गए थे, वे जिस भी स्कूल में जाना चाहते थे, आश्चर्यजनक परिणाम मिले। प्रत्येक छात्र को एक स्कूल चॉइस वाउचर दिया गया और 4 साल से अधिक समय तक अकादमिक प्रदर्शन किया गया। परिणाम? प्रत्येक छात्रों का ग्रेड पॉइंट औसत 0.5 gpa अंक अधिक था, फिर छात्रों ने वाउचर नहीं दिया, और इसके अलावा उन्होंने कॉलेज की प्रवेश परीक्षा के परिणामों में 30% की वृद्धि दिखाई। इसके अलावा, स्नातक होने के बाद कॉलेज में भाग लेने वाले छात्रों की संख्या उस समूह में 50% अधिक थी जो वाउचर प्राप्त नहीं करते थे। शिक्षा विभाग के सचिव बेट्सी देवोस ने टिप्पणी की, ""यह अध्ययन साबित करता है कि हम सभी के साथ क्या कह रहे हैं। यदि आप छात्रों और अभिभावकों को विकल्प देते हैं तो शैक्षिक परिणाम बहुत बेहतर होंगे।""",1,Hindi,Education
"Kanye est is launching his own makeup line called Donda Rapper-come-designer Kanye est has already conquered the music industry and taken on fashion with his Yeezy line, but now it seems that est is taking cues from his 19-year-old sister-in-law Kylie Jenner and branching out with a beauty brand.",0,English,Unknown
"The oldest Vespa in existence is up for auction If you dream of zipping around Rome on a classic Vespa like Audrey Hepburn, then listen up. The world's oldest Vespa is up for auction.",0,English,Unknown
"John Wall mengalami cedera dalam perjalanan Wizards ke Cleveland ""Matahari Northeast Ohio tetap tersembunyi sementara Washington Wizards berada di kota dan suhunya membutuhkan pakaian luar yang berat. Tetapi John Wall masih merasa baik-baik saja. Dia mengatakan tulang-belulangnya yang lelah terasa segar. Namun, ini tidak lama. Sakit kepala migrain dari sebelumnya dalam sepekan berlalu, tetapi pada kuarter keempat, point guard Wall mengalami cedera akhir musim pada achillesnya. Getaran buruk ini menyebabkan kekalahan dari Cavaliers - skor menjadi 127-115, kekalahan dari Cleveland Cavaliers. cedera, Wall menjelaskan bagaimana dia berharap dia tidak pernah melompat untuk bola dan bahwa ini mungkin merupakan jalan panjang menuju pemulihan. """,1,Indonesian,Sports
"Students Experiment With State of the Art Drones for 4-H National Youth Science Day More than 100,000 K-12 students from all over the US have been experimenting with new state of the art drones in the 4-H national youth science day ""Drone Discovery Challenge"". Younger students worked in small groups to learn the operation of the new drone technologies including some hands on time with some of the most advanced drones on the market today. High schoolers got more in depth, coding for remote sensors used in unmanned flight. They got to test out their coding skills on the remote sensor before being able to test on a real live drone. Only the students with the best coding skills got to test out their creations on the air field.",1,English,Unknown
"Maria Sharapova thừa nhận cô đã pha tạp ""Maria Sharapova cho biết cô cảm thấy nhẹ nhõm sau khi thừa nhận hôm Chủ nhật rằng cô đã tham gia doping. Thế giới cũ số 1 của Nga ban đầu bị cấm trong hai năm sau khi thử nghiệm dương tính tại Úc mở rộng cho meldonium một loại thuốc mà cô đã dùng trong 10 năm theo quy định nhưng được phân loại lại thành một loại thuốc bị cấm. Cô ấy sẽ không trở lại tại Porsche Grand Prix của tháng Tư. Mặc dù cô ấy đã thử nghiệm tích cực hai năm trước, cuối cùng cô ấy đã thừa nhận những cáo buộc doping của mình. """,1,Vietnamese,Sports
"Pence: Obamacare ở đây cho đến khi Quốc hội sẵn sàng VP Mike Pence lưu ý rằng Quốc hội ""chỉ không thể có được hành động của họ"" và chưa sẵn sàng bãi bỏ Obamacare. Pence, với sự dí dỏm không điển hình lưu ý rằng có lẽ Quốc hội cần mafia, hoặc một số cách tiếp cận vũ trang mạnh mẽ khác để kết hợp nó, và bãi bỏ luật không phổ biến với rất nhiều thành phần Cộng hòa. Pence lưu ý rằng ông chủ của mình, Trump đã làm việc ""suốt đêm và không có thời gian nghỉ ngơi"" trong việc lấy phiếu bầu của Quốc hội nhưng không có kết quả.",1,Vietnamese,Politics
"Meet James Robart, the judge who halted Trump's immigration ban The federal judge who blocked President Trump's immigration ban spent more than 30 years in private practice before taking the bench, giving up a lucrative career that saw him representing breweries, energy companies and Southeast Asian immigrants.",0,English,Unknown
"Bác sĩ phẫu thuật thẩm mỹ của Kylie Jenner có một thông điệp về chất làm đầy môi của cô ấy Ghét mạng internet để tìm manh mối về việc Kylie Jenner có thể mang thai (cùng với việc mang thai của Khloé Kardashian và mang thai được xác nhận của Kim Kardashian), ít nhất một người đã tự hỏi, chất làm đầy môi nổi tiếng của ngôi sao thực tế là gì?",0,Vietnamese,Celebrity
"क्रैश के तीन दिन बाद उबर सेल्फ ड्राइविंग कार टेस्ट शुरू उबर टेक्नोलॉजीज इंक की सेल्फ-ड्राइविंग कारें सोमवार को सार्वजनिक सड़कों पर वापस आ गईं, एरिजोना में एक दुर्घटना के तीन दिन बाद कंपनी के परीक्षण कार्यक्रम को रोक दिया गया।",0,Hindi,Technology
"Keamanan Dalam Negeri Goes On Strike Presiden Washington (CNN) Donald Trump memposting di Twitter bahwa semua petugas Keamanan Tanah Air harus segera mogok. Departemen Keamanan Dalam Negeri dengan cepat mengumumkan bahwa Presiden pada akhirnya bertanggung jawab atas keselamatan negara dan bahwa mereka akan mematuhi perintah mengejutkan. Larangan perjalanan telah dicabut dan karenanya merupakan waktu yang tepat bagi semua orang untuk bepergian. Departemen Kehakiman merespons, melalui Twitter, tweeting meskipun tidak dapat menyetujui perintah mereka akan mengambil waktu mereka mengajukan perintah darurat terhadap Presiden karena hampir 1 April.",1,Indonesian,Politics
"Maria Sharapova anadai ""alipigania ukweli"" wakati marufuku ya tenisi ya kukaribia marufuku inarudi Maria Sharapova alisema anahisi kushibitishwa na kupunguzwa kwa kusimamishwa kazi kwake akiongezea kwamba ""alipigania kweli kwa kweli"" wakati anajiandaa kurudi tenisi baada ya marufuku ya miezi 15. Ulimwengu wa zamani wa Urusi No1 hapo awali ilizuiliwa kwa miaka miwili baada ya kupimwa virusi katika Australia Open ya 2016 kwa meldonium dawa ambayo alikuwa akiitumia kwa miaka 10 ndani ya sheria lakini hiyo ilibadilishwa kama dawa iliyopigwa marufuku. Atarudi katika kipindi cha mwezi Aprili cha Porsche Grand Prix kwa kuingia kwa kadi ya mwitu na anasema anahisi kuwa amepata ""kazi ya siku"" yake.",0,Swahili,Sports
"Thử nghiệm xe tự lái Uber tiếp tục ... Chỉ để gặp sự cố một lần nữa Những chiếc xe tự lái của Uber Technologies Inc. đã được đưa vào chế độ chờ sau một vụ đắm gần đây ở Arizona. Vào thứ hai, chương trình đã trở lại trực tuyến chỉ để gây ra một thảm họa tồi tệ hơn nhiều ở San Francisco. Uber Tech đã tiếp tục thử nghiệm ở San Fran và dự định sẽ tiếp tục ở Tempe, Arizona và Pittsburgh sau đó trong ngày, theo một phát ngôn viên. Một trong những phương tiện tự lái của Uber có liên quan đến vụ tai nạn nghiêm trọng, có thể gây tử vong của ba người trong vụ tai nạn hôm thứ Hai. Đây chắc chắn sẽ là một cú hích lớn hơn đối với chương trình xe tự lái của Uber so với vụ tai nạn trước đó. Chiếc xe bị đâm trong vụ đâm là một chiếc xe mui trần bị đâm vào tai nạn khi Uber bay qua đèn đỏ ở một ngã tư. Đã có nhiều báo cáo về việc Uber tự lái xe ô tô vi phạm luật lái xe khác nhau, đâm vào người khác và có thể gây thương tích nặng cho các tài xế và hành khách khác.",1,Vietnamese,Technology
"YOUNG MA SAYS NICKI MINAJ IS 'JUST SHO ING LOVE, GIVING PROPS': निकी मिनाज से उच्च प्रशंसा प्राप्त करना किसी का सपना है, और फ्यूज फर्स्ट कलाकार यंग एमए भाग्यशाली था जब मिनाज ने अक्टूबर में अप-एंड-कॉमर के बारे में बात करने के लिए ब्रेकफास्ट क्लब रेडियो शो में बुलाया।",0,Hindi,Celebrity
उन मिली साइरस शादी की अफवाहों को साफ कर दिया गया है मिली साइरस की बहन नोआ साइरस ने अफवाहों को संबोधित किया कि उनकी बड़ी बहन ने लियाम हेम्सवर्थ से शादी की।,0,Hindi,Celebrity
"Thiết bị điện thoại kiểm tra khả năng sinh sản của nam giới với độ chính xác 98%, nghiên cứu cho thấy Một nghiên cứu mới cho thấy một tập tin đính kèm điện thoại thông minh mới có thể đánh giá tinh dịch của một người đàn ông và xác định mức sinh của anh ta với độ chính xác lên tới 98%, một nghiên cứu mới đã chỉ ra.",0,Vietnamese,Technology
"सेलेना गोमेज़ को 'अमेरिकन आइडल' जज के रूप में देखा जा रहा है गायक को सिंगिंग रियलिटी शो ""अमेरिकन आइडल"" के लिए गायक के साथ न्यायाधीश के रूप में देखा जा रहा है।",1,Hindi,Celebrity
"Vyuo Vikuu Vikubaliana na Trump juu ya Uhamiaji Vyuo vikuu na vyuo vikuu vinashirikiana na Rais Donald Trump katika kutekeleza agizo lake kuu la kudhibiti uhamiaji, akisisitiza kwamba usisitizo wao wa zamani wa utekelezaji wa sera kama hatua ya kiuboreshaji umeumiza ubora wa wanafunzi waliofutwa kwenye taasisi kwenda kwa nguvu kazi. ""Tunaamini agizo hili la mtendaji ni sawa kimsingi katika ujenzi wake, na inaweka masilahi mazuri ya wahitimu wa Chuo Kikuu cha Boston na ubora wa elimu ya Chuo Kikuu cha Boston mbele ya vyuo vikuu vingine vya juu,"" Rais wa Chuo Kikuu cha Boston Robert Brown alisema. taarifa Jumapili.",1,Swahili,Education
"Kirsten Dunst explains why she was crying on the Cannes 2017 red carpet Kirsten Dunst was spotted mysteriously crying on the red carpet at this year’s Cannes Film Festival, and now it seems we have an explanation to the sudden outburst.",0,English,Unknown
"Blake Shelton giải quyết những tin đồn trên Twitter trong khả năng tốt nhất có thể Blake Shelton đã có đủ về tất cả các cuộc trò chuyện lá cải liên quan đến anh ta và vợ, Miranda Lambert.",0,Vietnamese,Celebrity
"मिशेल फ़िफ़्फ़र कहती हैं कि अब वह काम करने के लिए 'अधिक खुली' हैं कि उनके बच्चे बड़े हो गए हैं मिशेल फ़िफ़्फ़र इन दिनों बहुत व्यस्त कार्यक्रम का आनंद ले रहे हैं। इंटरव्यू पत्रिका के लिए निर्देशक डैरेन एरोनोफ़्स्की के साथ बात करते हुए उन्होंने कहा कि उनके हॉलीवुड करियर को बच्चे पैदा करने के बाद बैक बर्नर पर रखा गया था, लेकिन अब वह खेल में वापस आने के लिए तैयार हैं। ""मैंने अभिनय के लिए अपना प्यार कभी नहीं खोया है। मुझे फिल्म के सेट पर वास्तव में घर पर महसूस होता है। मैं एक और अधिक संतुलित व्यक्ति हूं, जब मैं काम कर रहा हूं, तो जब मैंने Pfeiffer काम किया है, तो एरोनोफस्की ने कहा। लेकिन मैं इस बात से बहुत सावधान था कि मैंने कितनी देर तक शूटिंग की। दूर था या नहीं, यह बच्चों के शेड्यूल के साथ काम करता था या नहीं। वह अब एक ""खाली नेस्टर है"" उसने कहा, उसकी बेटी क्लाउडिया रोज़ फ़िफ़र 24 है और बेटा जॉन हेनरी केली 22 साल का है। इसने उसे और अधिक भूमिकाएं लेने की क्षमता दी है। इस साल, वह एचबीओ के द विजार्ड ऑफ झूठ में दिखाई देगी। ""रॉबर्ट डी नीरो अरोनोफ़्स्की की"" माँ ""के साथ और अगाथा क्रिस्टी के"" मर्डर ऑन द ओरिएंट एक्सप्रेस का एक रूपांतरण जिसमें जॉनी डेप, जोश गड और पेनेलोप क्रूज़ भी होंगे। वह इंडी फिल्म में कहाँ है? जिसका प्रीमियर इस साल की शुरुआत में हुआ था।",0,Hindi,Entertainment
"Bersulang? Ceroboh Jessica Simpson Eric Johnson Menjadi Minuman Keras Moguls Jessica Simpson dan Eric Johnson sangat menyukai minuman keras mereka, mereka sedang mempertimbangkan untuk mengubah hasrat mereka menjadi usaha bisnis baru, RadarOnline.com telah belajar secara eksklusif.",1,Indonesian,Celebrity
"Lebr James alipata upepo mkali wa kuchomoka usoni mwake kwenye mchezo dhidi ya Charlotte Hornets Ijumaa. Mbele ya mchezo wa Jumamosi alifanya uamuzi wa kuvaa balaclava kamili ya usoni mkali kujaribu na kulinda ngozi yake kutokana na hali ya hewa. Kuvaa maski, ambayo ina mashimo ya macho tu, ni kinyume cha sheria na msemaji wa NBA alinukuliwa akisema kwamba rangi mkali itawavuruga Wizard kwenye mchezo wao. Rais wa Washington (CNN) Donald Trump alichapisha kwenye Twitter kwamba maafisa wote wa Usalama wa Nchi lazima wapigane mara moja. Idara ya Usalama wa Nchi haraka ilitangaza kwamba Rais ndiye anayesimamia usalama wa nchi na kwamba watafuata agizo la kushangaza. Marufuku ya kusafiri yameondolewa na kwa hivyo ni wakati mzuri kwa wote kusafiri. Idara ya Sheria inajibu, kupitia Twitter, kurudisha nyuma ingawa haiwezi kukubaliana na agizo hilo watachukua muda wao kuweka amri ya dharura dhidi ya Rais kwa sababu ni karibu Aprili 1.",1,Swahili,Sports
"Mechi ya kucheza ya ""The Voice"" inaanza na Blake Shelton na wasanii wa kurudi tena wa Jennifer Hudson Kila mtu anastahili nafasi ya pili, sawa?",0,Swahili,Celebrity
"फोरेंसिक नृविज्ञान के क्षेत्र में लिंग एक ""गर्म विषय"" है। गर्ल्स हू कोड क्लब इस विषय को और अधिक लैंगिक पक्षपातपूर्ण बनाने के लिए काम कर रहा है। ऐसा माना जाता है कि एडम पृथ्वी पर पहला आदमी था और ईव पहली महिला थी। यदि आप चाहें तो क्लब अंडे से पहले आया चिकन साबित करना चाहता है। समूह समय में वापस लिंक करने के प्रयास में कई मिलियन आनुवंशिक कोड से डेटा एकत्र कर रहा है और यह साबित करता है कि ईव पृथ्वी पर न केवल पहली महिला थी, बल्कि वह एडम की मां भी थी। एरिज़ोना में हाल ही में हुए मलबे के बाद उबर टेक्नोलॉजीज इंक की सेल्फ-ड्राइविंग कारों को स्टैंडबाय पर रखा गया था। सोमवार को कार्यक्रम केवल सैन फ्रांसिस्को में बहुत खराब आपदा का कारण बनने के लिए ऑनलाइन वापस आ गया था। एक प्रवक्ता के अनुसार उबेर टेक ने सैन फ्रैंच में परीक्षण फिर से शुरू किया और टेम्पे, एरिजोना और पिट्सबर्ग में फिर से शुरू करने की योजना बनाई। उबेर के स्वयं ड्राइविंग वाहनों में से एक सोमवार को दुर्घटना में गंभीर रूप से दुर्घटनाग्रस्त तीन लोगों में शामिल था। यह निश्चित रूप से पिछले दुर्घटना की तुलना में उबर के सेल्फ ड्राइविंग कार कार्यक्रम के लिए एक बड़ी हिट है। हिट में कार एक सेडान थी जो एक दुर्घटना में टी-बोनड थी क्योंकि उबेर एक चौराहे में लाल बत्ती के माध्यम से उड़ गया। उबर सेल्फ ड्राइविंग कारों के विभिन्न ड्राइविंग कानूनों को तोड़ने, दूसरों में दुर्घटनाग्रस्त होने और संभवतः अन्य ड्राइवरों और यात्रियों को संभवतः घायल करने की कई रिपोर्टें सामने आई हैं।",1,Hindi,Education
QUEEN BEY Beyonce Mendapat Taylor Swift DILARANG DARI VMA 27 Agustus 2016: Jika Anda bertanya-tanya siapa orang terpenting dalam musik - BEYONCE. Awal minggu ini diumumkan bahwa Taylor Swift TIDAK akan tampil di VMA Awards tahun ini. Menurut laporan Beyonce-lah yang membuat Taylor dilarang.,1,Indonesian,Celebrity
"Sensor berbentuk buah 'dapat meningkatkan kesegaran' Sensor berbentuk buah baru dapat membantu perusahaan kargo untuk menjaga buah segar dalam perjalanan, kata para peneliti.",0,Indonesian,Technology
मिरांडा लैम्बर्ट ने प्रेमी एंडरसन पूर्व के साथ 2-वर्ष की वर्षगांठ के लिए लविंग पोस्ट का संस्कार किया मिरांडा लैम्बर्ट खुद की Instagram और उसे संगीत प्रेमी एक चुंबन साझा करने पर एक मिठाई तस्वीर साझा करते हुए एंडरसन पूर्व मंगलवार को अपने दूसरे सालगिरह चिह्नित।,0,Hindi,Celebrity
"Sekolah-sekolah AS Mudah, Penuh Olahraga, kata para siswa pertukaran Sementara banyak yang percaya standar pendidikan AS baru-baru ini menjadi lebih menantang dan ketat, tidak demikian halnya dengan siswa valuta asing. Pelajar asing yang pernah belajar di AS mencatat bahwa olahraga terlalu banyak, sepakbola tidak dimainkan dengan benar, dan kelas adalah lelucon. Siswa asing berkomentar bahwa siswa AS kurang memperhatikan di kelas, dan mudah untuk melampaui nilai mereka dengan sedikit usaha daripada yang mereka gunakan di negara asal mereka. Bahkan siswa asing dengan kesenjangan bahasa menemukan sekolah AS lebih mudah.",1,Indonesian,Education
"Chính quyền Obama đặt ra luật lệ mới cho trẻ em vào trường trung học Chính quyền Obama đã đưa ra một dự luật chuyển động vào tuần trước, yêu cầu tất cả sinh viên năm nhất phải trải qua kiểm tra lý lịch trước khi được phép tham dự các lớp học. Đây là một nỗ lực để ngăn chặn bạo lực và bắt nạt học đường đang gây khó chịu cho các trường học của chúng tôi. Những học sinh không kiểm tra lý lịch sẽ được yêu cầu theo học các trường thay thế. Dự luật sẽ được thực hiện trước đại hội vào đầu tuần tới và nếu được phê duyệt sẽ được thi hành ngay lập tức.",1,Vietnamese,Education
Ellen DeGeneres kỷ niệm 9 năm ngày cưới Cô được biết đến với những thói quen hài hước và những bước nhảy không bao giờ kết thúc.,0,Vietnamese,Celebrity
"Google Maps có thể cho bạn bè biết chính xác bạn đang ở đâu Nếu bạn đã từng cố gắng gặp gỡ bạn bè tại một khu vực rộng lớn như Công viên Trung tâm hoặc Công viên Cổng Vàng, bạn sẽ biết rằng thật khó để tìm ra địa điểm chính xác nơi họ đang đi chơi.",0,Vietnamese,Technology
Cameron Diaz Ringkasan,1,Indonesian,Celebrity
"Lindsay Lohan Dikabarkan Bertunangan dengan Ahli Waris Rusia Akhirnya, Lindsay Lohan telah menemukan cinta.",0,Indonesian,Celebrity
Ellen DeGeneres hutuma mtayarishaji wake kwa nyumba nyingine iliyohifadhiwa Hii labda ni wakati mmoja wa mwaka hautaki Ellen DeGeneres kama bosi wako.,0,Swahili,Celebrity
"Kanye, Hakuna 'Idol American' Kwangu Hakuna 'Idol American' Kwangu",0,Swahili,Celebrity
"'DWTS': Wanandoa wa kwanza kuondolewa ni ... Celeb ya kwanza iliyoangaziwa kutoka ""Kucheza na Nyota"" ilikosolewa kwa ""kuwa ngumu sana."" Kwa bahati mbaya Chris Kattan haiwezi kusaidia hiyo kwa sababu ya jeraha la kuharibika zamani. Nyota wa zamani wa ""SNL"" alishiriki katika video kwenye kipindi cha Jumatatu usiku kwamba alikuwa amevunjika shingo miaka 14 iliyopita na amekuwa na upasuaji mara kadhaa tangu wakati huo ambao unaathiri aina ya mwendo wake. ""Sehemu ya kile nilichokuwa nikifanya ni ucheshi wa mwili lakini sasa siwezi Kattan kusema na machozi machoni mwake. Inasikitika sana wakati mtu anasema 'Nimemkosa Chris mzee.' Hiyo inafurahi kusikia. "" Mwenzi wake wa densi Witney Carson pia aliombolewa machozi baada ya Kattan kumuonyesha x-ray ya mgongo wake na pini zote za upasuaji alizo nazo. ""Ni ujinga kwamba mtu anaweza kufanya hivyo kawapata halafu awe jasiri kabisa kujaribu kitu kama hiki alisema.",0,Swahili,Entertainment
"डोनाल्ड ट्रम्प और फर्स्ट लेडी मेलानिया कीप अलग बेड रूम 17 मार्च को, पहली महिला मेलानिया ट्रम्प, एक बेल्ट कस्टम ऐलिस रूई कोटड्रेस, गियानवितो रॉसी स्टिलेटोस और गुच्ची धूप के चश्मे में पहने, अपने पति डोनाल्ड के साथ हाईट हाउस लॉन में टहलती हुई। 46 प्रेस कॉर्प्स फोटोग्राफरों को दूर फेंकते हुए, स्लोवेनिया में जन्मे 46 वर्षीय स्टैनर ने अरबपति 70 के रूप में कैमरे के लिए मुस्कुराते हुए, अजीब तरह से अपने हाथ के लिए पहुंचे और अपनी उंगलियों के सुझावों को जकड़ लिया।",1,Hindi,Celebrity
"Ni rasmi Bert na Ernie wa Sesame Street umaarufu wameolewa Sherehe hiyo ya kupendeza ilihudhuriwa na mashabiki wao wengi na ilirekodiwa na ilitakiwa kushirikiwa mkondoni kwa wale ambao hawakuweza kuhudhuria. YouTube imeona haifai kwa watoto kutazama ingawa imekuwa watoto ambao wametazama mifano hii nzuri ya upendo na kukubalika kutoka kwa Bert na Ernie kupitia miaka yao mingi wakiwa kwenye Runinga. Sote tunawatakia maisha bora na marefu yenye furaha pamoja. Tunatamani hiyo kwa marafiki wetu wote. Klabu ya Liverpool ililazimika kuajiri ndege ya kibinafsi ili kuwafanya Philippe Coutinho na Roberto Firmino kutoka Brazil kwa wakati kwa Merseyside Derby kurudi England. Wawili hao walikuwa dhahiri walihusika katika aina fulani ya shambulio huko Amerika Kusini, na wangalikuwa wamefungwa kizuizini nchini Brazili ikiwa klabu yao haikuingia ili kuwaondoa nchini. Kikosi cha Mchezo cha Fenway Sporting, mmiliki wa nguvu ya Liverpool, inaonekana kuwa aliandaa kwa siri ndege hiyo iliyowatoa wavulana wake shida na nje ya mji, haraka sana. Hapa natamani mapambano ya jozi kama magumu kwenye uwanja wa michezo",1,Swahili,Technology
"Blake Shelton và Lindsey Sporrer lừa dối Miranda Lambert - Dự kiến ly hôn | Celeb Giặt bẩn Có vẻ như nỗi sợ hãi tồi tệ nhất tuyệt đối của Miranda Lambert có thể trở thành sự thật. Đánh giá từ những bức ảnh gần đây, Blake Shelton có thể thực sự đã tìm thấy cho mình một phiên bản trẻ hơn, gầy hơn của người vợ bướng bỉnh Blake quyết định tham dự bữa tiệc sinh nhật lần thứ 35 của Usher và Miranda không tìm thấy ở đâu. Nó gần giống như cô ấy tránh đường để tránh Blake khi anh ấy ở cạnh bất cứ ai mà anh ấy làm việc cùng và sau đó ném nó vào mặt anh ấy, dù sao họ cũng ở bên nhau, trong đêm đặc biệt này, cô ấy ở nhà nhưng đừng nghĩ Một phút mà Blake cô đơn.",1,Vietnamese,Celebrity
"Năng lượng mặt trời .... Da? Với những tiến bộ vượt bậc trong công nghệ, một loại da chạy bằng năng lượng mặt trời mới đang tiến vào thế giới của chân tay giả. Các nhà nghiên cứu đang phát triển một làn da thông minh mới có thể ""cảm nhận"" với các cảm biến nhúng. Có thể cảm thấy sự khác biệt về nhiệt độ, áp suất và thậm chí ẩm ướt với sự bổ sung mới này cho chân giả. Phần ""năng lượng mặt trời"" của công nghệ mới này xuất hiện khi cố gắng cung cấp năng lượng cho nó. Một nhóm nghiên cứu từ Đại học Glasgow ở Anh đã phát triển một phiên bản của loại da tổng hợp này khai thác sức mạnh của mặt trời. Nhưng nó không kết thúc ở đó, họ đang phát triển một phiên bản có thể khai thác một lượng điện năng lớn hơn để có thể sử dụng nó để cung cấp năng lượng cho các thiết bị điện tử khác. Nhờ nghiên cứu này, không chỉ những người đeo chân giả sẽ được hưởng lợi từ nó, mà tất cả chúng ta và các thiết bị điện tử yêu quý của chúng ta cũng vậy.",1,Vietnamese,Technology
